sequence_accession,sequence_isolate,sequence_completeness,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_subdiv2name,collection_subdiv2code,collection_subdiv2lat,collection_subdiv2long,date_ymd,date_dec,date_ym,date_y,tipnames,date_tipdate,host_class,host_order,host_family,host_sciname,host_commonname,date_parsed,collection_tipcode,sequence_start,sequence_end,sequence_length,sequence_generegion
MN122235,AS201800112,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,noord-brabant,nl.nb,51.5616727876811,5.19541346074046,boekel,nl.nb.bo,51.607795488191,5.70110783145573,2018-08-14,2018.61643835616,2018-08,2018,MN122235|turdus_merula|nl_nb_bo|2018-08-14,2018-08-14,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-14,nl_nb_bo,1,10316,10315,nflg
MN122236,AS201800113,partial,western europe,netherlands,nld,NA,NA,zuid-holland,NA,NA,NA,westland,NA,51.9974388752567,4.21800285162582,2018-08-14,2018.61643835616,2018-08,2018,MN122236|turdus_merula|nld|2018-08-14,2018-08-14,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-14,nld,1,10316,10315,nflg
MN122237,AS201800114,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,flevoland,nl.fl,52.5266976905946,5.60009163363913,noordoostpolder,nl.fl.no,52.712883113639,5.77360408473231,2018-08-15,2018.61917808219,2018-08,2018,MN122237|turdus_merula|nl_fl_no|2018-08-15,2018-08-15,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-15,nl_fl_no,1,10316,10315,nflg
MN122238,AS201800115,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,gelderland,nl.ge,52.0617180422494,5.94466833784019,buren,nl.ge.bu,51.9388898149913,5.40927539469622,2018-08-15,2018.61917808219,2018-08,2018,MN122238|turdus_merula|nl_ge_bu|2018-08-15,2018-08-15,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-15,nl_ge_bu,1,10316,10315,nflg
MN122239,AS201800116,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,gelderland,nl.ge,52.0617180422494,5.94466833784019,buren,nl.ge.bu,51.9388898149913,5.40927539469622,2018-08-16,2018.62191780822,2018-08,2018,MN122239|turdus_merula|nl_ge_bu|2018-08-16,2018-08-16,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-16,nl_ge_bu,1,10316,10315,nflg
MN122240,AS201800118,partial,western europe,netherlands,nld,NA,NA,zuid-holland,NA,NA,NA,'s-gravenhage,NA,52.0682245797112,4.30144997401043,2018-08-16,2018.62191780822,2018-08,2018,MN122240|turdus_merula|nld|2018-08-16,2018-08-16,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-16,nld,1,10316,10315,nflg
MN122241,AS201800120,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,utrecht,nl.ut,52.083727924893,5.16763788059654,utrecht,nl.ut.ut,52.0913003429506,5.07899794571176,2018-08-17,2018.62465753425,2018-08,2018,MN122241|turdus_merula|nl_ut_ut|2018-08-17,2018-08-17,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-17,nl_ut_ut,1,10316,10315,nflg
MN122242,AS201800121,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,heerenveen,nl.fr.he,52.9960771905584,5.9820051879677,2018-08-17,2018.62465753425,2018-08,2018,MN122242|turdus_merula|nl_fr_he|2018-08-17,2018-08-17,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-17,nl_fr_he,1,10316,10315,nflg
MN122243,AS201800122,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,tytsjerksteradiel,nl.fr.ty,53.199127220061,5.96884338163802,2018-08-21,2018.63561643836,2018-08,2018,MN122243|turdus_merula|nl_fr_ty|2018-08-21,2018-08-21,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-21,nl_fr_ty,1,10316,10315,nflg
MN122244,AS201800123,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,fryslân,nl.fr,53.1100430768808,5.84863928632393,tytsjerksteradiel,nl.fr.ty,53.199127220061,5.96884338163802,2018-08-21,2018.63561643836,2018-08,2018,MN122244|turdus_merula|nl_fr_ty|2018-08-21,2018-08-21,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-21,nl_fr_ty,1,10316,10315,nflg
MN122245,AS201800125,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,drenthe,nl.dr,52.8629285667789,6.62382060282334,westerveld,nl.dr.we,52.8381221306331,6.30354229875941,2018-08-22,2018.63835616438,2018-08,2018,MN122245|turdus_merula|nl_dr_we|2018-08-22,2018-08-22,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-22,nl_dr_we,1,10316,10315,nflg
MN122246,AS201800126,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,overijssel,nl.ov,52.4448999895994,6.44900146928843,hardenberg,nl.ov.hd,52.5870334339176,6.57875278235632,2018-08-22,2018.63835616438,2018-08,2018,MN122246|turdus_merula|nl_ov_hd|2018-08-22,2018-08-22,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-22,nl_ov_hd,1,10316,10315,nflg
MN122247,AS201800127,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,gelderland,nl.ge,52.0617180422494,5.94466833784019,buren,nl.ge.bu,51.9388898149913,5.40927539469622,2018-08-22,2018.63835616438,2018-08,2018,MN122247|turdus_merula|nl_ge_bu|2018-08-22,2018-08-22,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-22,nl_ge_bu,1,10316,10315,nflg
MN122248,AS201800128,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,groningen,nl.gr,53.2180813959811,6.7445168668343,westerkwartier,NA,53.2180149502975,6.34580865164262,2018-08-22,2018.63835616438,2018-08,2018,MN122248|turdus_merula|nl_gr|2018-08-22,2018-08-22,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-22,nl_gr,1,10316,10315,nflg
MN122249,AS201800129,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,gelderland,nl.ge,52.0617180422494,5.94466833784019,lochem,nl.ge.lo,52.1803196200442,6.35540856704813,2018-08-23,2018.64109589041,2018-08,2018,MN122249|turdus_merula|nl_ge_lo|2018-08-23,2018-08-23,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-23,nl_ge_lo,1,10316,10315,nflg
MN122250,AS201800150,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,noord-holland,nl.nh,52.5811544669078,4.87272777813315,bloemendaal,nl.nh.bl,52.3817507183312,4.58700725955251,2018-08-30,2018.6602739726,2018-08,2018,MN122250|turdus_merula|nl_nh_bl|2018-08-30,2018-08-30,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-30,nl_nh_bl,1,10316,10315,nflg
MN122251,AS201800151,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,noord-holland,nl.nh,52.5811544669078,4.87272777813315,bloemendaal,nl.nh.bl,52.3817507183312,4.58700725955251,2018-08-30,2018.6602739726,2018-08,2018,MN122251|turdus_merula|nl_nh_bl|2018-08-30,2018-08-30,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-30,nl_nh_bl,1,10316,10315,nflg
MN122252,AS201800152,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,noord-holland,nl.nh,52.5811544669078,4.87272777813315,bloemendaal,nl.nh.bl,52.3817507183312,4.58700725955251,2018-08-30,2018.6602739726,2018-08,2018,MN122252|turdus_merula|nl_nh_bl|2018-08-30,2018-08-30,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-30,nl_nh_bl,1,10316,10315,nflg
MN122253,AS201800154,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,gelderland,nl.ge,52.0617180422494,5.94466833784019,oldebroek,nl.ge.ol,52.4568666377162,5.94488848892924,2018-08-31,2018.66301369863,2018-08,2018,MN122253|turdus_merula|nl_ge_ol|2018-08-31,2018-08-31,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-31,nl_ge_ol,1,10316,10315,nflg
MN122254,AS201800155,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,noord-holland,nl.nh,52.5811544669078,4.87272777813315,heerhugowaard,nl.nh.hh,52.6755554633135,4.84698580218801,2018-08-31,2018.66301369863,2018-08,2018,MN122254|turdus_merula|nl_nh_hh|2018-08-31,2018-08-31,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-31,nl_nh_hh,1,10316,10315,nflg
MN122255,AS201800156,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,utrecht,nl.ut,52.083727924893,5.16763788059654,zeist,nl.ut.ze,52.1024728215253,5.26003721066037,2018-08-31,2018.66301369863,2018-08,2018,MN122255|turdus_merula|nl_ut_ze|2018-08-31,2018-08-31,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-08-31,nl_ut_ze,1,10316,10315,nflg
MN122256,AS201800157,partial,western europe,netherlands,nld,52.2573048104135,5.56251311224367,drenthe,nl.dr,52.8629285667789,6.62382060282334,borger-odoorn,nl.dr.bo,52.905829348712,6.87914214187161,2018-09-04,2018.67397260274,2018-09,2018,MN122256|turdus_merula|nl_dr_bo|2018-09-04,2018-09-04,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-04,nl_dr_bo,1,10316,10315,nflg
MN384964,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,břeclav,cz.bk.bv,48.8609983567607,16.7645108745726,2018-07-24,2018.55890410959,2018-07,2018,MN384964|turdus_merula|cz_bk_bv|2018-07-24,2018-07-24,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-07-24,cz_bk_bv,7277,10305,3028,NS5a
MN395369,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihočeský,cz.ck,49.0928166218663,14.4391547985202,NA,NA,NA,list,2018-08-14,2018.61643835616,2018-08,2018,MN395369|culex_pipiens|cz_ck|2018-08-14,2018-08-14,insecta,diptera,culicidae,culex pipiens,culex pipiens,2018-08-14,cz_ck,7277,10305,3028,NS5a
MN395370,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihočeský,cz.ck,49.0928166218663,14.4391547985202,NA,NA,NA,list,2018-08-14,2018.61643835616,2018-08,2018,MN395370|culex_pipiens|cz_ck|2018-08-14,2018-08-14,insecta,diptera,culicidae,culex pipiens,culex pipiens,2018-08-14,cz_ck,469,2378,1909,E
MN395371,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,břeclav,cz.bk.bv,48.8609983567607,16.7645108745726,2016-09-01,2016.66666666667,2016-09,2016,MN395371|culex_modestus|cz_bk_bv|2016-09-01,2016-09-01,insecta,diptera,culicidae,culex modestus,culex modestus,2016-09-01,cz_bk_bv,469,2378,1909,E
MN395373,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2017-08-08,2017.6,2017-08,2017,MN395373|turdus_merula|cz_bk_bm|2017-08-08,2017-08-08,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-08-08,cz_bk_bm,469,2378,1909,E
MN395374,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2017-08-08,2017.6,2017-08,2017,MN395374|turdus_merula|cz_bk_bm|2017-08-08,2017-08-08,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-08-08,cz_bk_bm,469,2378,1909,E
MN395376,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2017-08-22,2017.63835616438,2017-08,2017,MN395376|turdus_merula|cz_bk_bm|2017-08-22,2017-08-22,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-08-22,cz_bk_bm,469,2378,1909,E
MN395377,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2017-08-26,2017.64931506849,2017-08,2017,MN395377|turdus_merula|cz_bk_bm|2017-08-26,2017-08-26,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-08-26,cz_bk_bm,469,2378,1909,E
MN395378,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2018-07-16,2018.53698630137,2018-07,2018,MN395378|turdus_merula|cz_bk_bm|2018-07-16,2018-07-16,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-07-16,cz_bk_bm,469,2378,1909,E
MN395380,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,prague,cz.sk,50.0636978575423,14.4763649175255,NA,NA,NA,list,2018-09-18,2018.71232876712,2018-09,2018,MN395380|turdus_merula|cz_sk|2018-09-18,2018-09-18,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-18,cz_sk,469,2378,1909,E
MN395381,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,prague,cz.sk,50.0636978575423,14.4763649175255,NA,NA,NA,list,2018-09-18,2018.71232876712,2018-09,2018,MN395381|turdus_merula|cz_sk|2018-09-18,2018-09-18,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-18,cz_sk,469,2378,1909,E
MN395382,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,prague,cz.sk,50.0636978575423,14.4763649175255,NA,NA,NA,list,2018-09-05,2018.67671232877,2018-09,2018,MN395382|turdus_merula|cz_sk|2018-09-05,2018-09-05,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-05,cz_sk,469,2378,1909,E
MN395383,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,prague,cz.sk,50.0636978575423,14.4763649175255,NA,NA,NA,list,2018-09-17,2018.7095890411,2018-09,2018,MN395383|turdus_merula|cz_sk|2018-09-17,2018-09-17,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-17,cz_sk,469,2378,1909,E
MN395384,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2017-08-05,2017.59178082192,2017-08,2017,MN395384|turdus_merula|cz_bk_bm|2017-08-05,2017-08-05,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-08-05,cz_bk_bm,469,2378,1909,E
MN419895,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,břeclav,cz.bk.bv,48.8609983567607,16.7645108745726,2016-09-01,2016.66666666667,2016-09,2016,MN419895|culex_modestus|cz_bk_bv|2016-09-01,2016-09-01,insecta,diptera,culicidae,culex modestus,culex modestus,2016-09-01,cz_bk_bv,7277,10305,3028,NS5a
MN419896,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2017-07-04,2017.50410958904,2017-07,2017,MN419896|turdus_merula|cz_bk_bm|2017-07-04,2017-07-04,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-07-04,cz_bk_bm,7277,10305,3028,NS5a
MN419897,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2017-08-08,2017.6,2017-08,2017,MN419897|turdus_merula|cz_bk_bm|2017-08-08,2017-08-08,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-08-08,cz_bk_bm,7277,10305,3028,NS5a
MN419898,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2017-08-08,2017.6,2017-08,2017,MN419898|turdus_merula|cz_bk_bm|2017-08-08,2017-08-08,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-08-08,cz_bk_bm,7277,10305,3028,NS5a
MN419899,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2017-08-12,2017.61095890411,2017-08,2017,MN419899|turdus_merula|cz_bk_bm|2017-08-12,2017-08-12,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-08-12,cz_bk_bm,7277,10305,3028,NS5a
MN419900,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2017-08-17,2017.62465753425,2017-08,2017,MN419900|turdus_merula|cz_bk_bm|2017-08-17,2017-08-17,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-08-17,cz_bk_bm,7277,10305,3028,NS5a
MN419901,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2017-08-22,2017.63835616438,2017-08,2017,MN419901|turdus_merula|cz_bk_bm|2017-08-22,2017-08-22,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-08-22,cz_bk_bm,7277,10305,3028,NS5a
MN419902,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2017-08-26,2017.64931506849,2017-08,2017,MN419902|turdus_merula|cz_bk_bm|2017-08-26,2017-08-26,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-08-26,cz_bk_bm,7277,10305,3028,NS5a
MN419903,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2018-07-16,2018.53698630137,2018-07,2018,MN419903|turdus_merula|cz_bk_bm|2018-07-16,2018-07-16,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-07-16,cz_bk_bm,7277,10305,3028,NS5a
MN419905,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2018-07-05,2018.50684931507,2018-07,2018,MN419905|turdus_merula|cz_bk_bm|2018-07-05,2018-07-05,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-07-05,cz_bk_bm,7277,10305,3028,NS5a
MN419906,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2018-07-09,2018.51780821918,2018-07,2018,MN419906|turdus_merula|cz_bk_bm|2018-07-09,2018-07-09,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-07-09,cz_bk_bm,7277,10305,3028,NS5a
MN419907,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,prague,cz.sk,50.0636978575423,14.4763649175255,NA,NA,NA,list,2018-09-18,2018.71232876712,2018-09,2018,MN419907|turdus_merula|cz_sk|2018-09-18,2018-09-18,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-18,cz_sk,7277,10305,3028,NS5a
MN419908,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,prague,cz.sk,50.0636978575423,14.4763649175255,NA,NA,NA,list,2018-09-18,2018.71232876712,2018-09,2018,MN419908|turdus_merula|cz_sk|2018-09-18,2018-09-18,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-18,cz_sk,7277,10305,3028,NS5a
MN419909,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,prague,cz.sk,50.0636978575423,14.4763649175255,NA,NA,NA,list,2018-09-11,2018.69315068493,2018-09,2018,MN419909|turdus_merula|cz_sk|2018-09-11,2018-09-11,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-11,cz_sk,7277,10305,3028,NS5a
MN419910,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,prague,cz.sk,50.0636978575423,14.4763649175255,NA,NA,NA,list,2018-09-04,2018.67397260274,2018-09,2018,MN419910|turdus_merula|cz_sk|2018-09-04,2018-09-04,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-04,cz_sk,7277,10305,3028,NS5a
MN419911,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,prague,cz.sk,50.0636978575423,14.4763649175255,NA,NA,NA,list,2018-09-05,2018.67671232877,2018-09,2018,MN419911|turdus_merula|cz_sk|2018-09-05,2018-09-05,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-05,cz_sk,7277,10305,3028,NS5a
MN419912,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,prague,cz.sk,50.0636978575423,14.4763649175255,NA,NA,NA,list,2018-09-17,2018.7095890411,2018-09,2018,MN419912|turdus_merula|cz_sk|2018-09-17,2018-09-17,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-17,cz_sk,7277,10305,3028,NS5a
MN419913,NA,partial,eastern europe,czechia,cze,49.7450575142012,15.3371651897674,jihomoravský,cz.bk,49.0792008172895,16.6634176148425,brno,cz.bk.bm,49.1910780208972,16.5962379793618,2017-08-05,2017.59178082192,2017-08,2017,MN419913|turdus_merula|cz_bk_bm|2017-08-05,2017-08-05,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2017-08-05,cz_bk_bm,7277,10305,3028,NS5a
MN509808,USUV/HU/FVG.ITA/2018/01,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,friuli-venezia giulia,NA,46.1535400957968,13.0594621283728,NA,NA,NA,list,2018-08-06,2018.59452054795,2018-08,2018,MN509808|homo_sapiens|ita|2018-08-06,2018-08-06,mammalia,primates,hominidae,homo sapiens,human,2018-08-06,ita,8950,9616,666,NS5a
MN566102,USUV_Cx-228_TI2016,partial,western europe,switzerland,che,46.8020016321822,8.22737507663364,ticino,ch.ti,46.297506661182,8.80881324795031,NA,NA,NA,list,2016-09-29,2016.74316939891,2016-09,2016,MN566102|culex_sp|ch_ti|2016-09-29,2016-09-29,insecta,diptera,culicidae,culex sp.,culex sp.,2016-09-29,ch_ti,9028,9224,196,NS5b
MN566103,USUV_FTA-10_TI2016,partial,western europe,switzerland,che,46.8020016321822,8.22737507663364,ticino,ch.ti,46.297506661182,8.80881324795031,NA,NA,NA,list,2016-09-29,2016.74316939891,2016-09,2016,MN566103|culex_sp|ch_ti|2016-09-29,2016-09-29,insecta,diptera,culicidae,culex sp.,culex sp.,2016-09-29,ch_ti,9028,9224,196,NS5b
MN989418,Usutu/Goose/Italy/17917/2018,partial,southern europe,italy,ita,42.7080607219025,12.208345049127,marche,NA,43.364984143765,13.1111089855815,ascoli piceno,it.ac,42.8888876164858,13.5550724056153,2018-08-20,2018.63287671233,2018-08,2018,MN989418|anatidae_(duck_sp)|it_ac|2018-08-20,2018-08-20,aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,2018-08-20,it_ac,1,10316,10315,nflg
MT133690,UV/BlackBird/Sweden/SVA190801SZ0368/VLT001567/2019,complete,northern europe,sweden,swe,62.374013544985,16.2835241791686,NA,NA,NA,NA,NA,NA,NA,list,2019-08-01,2019.58082191781,2019-08,2019,MT133690|turdus_merula|swe|2019-08-01,2019-08-01,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2019-08-01,swe,1,10316,10315,nflg
MT863562,HauteVienne4997/France/2018,complete,western europe,france,fra,46.5103009447381,2.5780749353201,nouvelle-aquitaine,fr.ac,45.1919179875327,0.197671288105137,vienne,fr.vn,46.5639620285522,0.460368340214446,2018-07-24,2018.55890410959,2018-07,2018,MT863562|turdus_merula|fr_vn|2018-07-24,2018-07-24,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-07-24,fr_vn,1,10316,10315,nflg
MT891318,USUV/HR/mosquito/102/2018,partial,southern europe,croatia,hrv,45.0210446789036,16.3887129948206,grad zagreb,hr.gz,45.7419936953958,16.0081245216713,NA,NA,NA,list,2018-07-19,2018.54520547945,2018-07,2018,MT891318|culex_pipiens|hr_gz|2018-07-19,2018-07-19,insecta,diptera,culicidae,culex pipiens,culex pipiens,2018-07-19,hr_gz,8982,10001,1019,NS5a
MT891319,USUV/HR/human/10812/2018,partial,southern europe,croatia,hrv,45.0210446789036,16.3887129948206,osjecko-baranjska,hr.ob,45.5612844664452,18.4421430711185,NA,NA,NA,list,2018-09-17,2018.7095890411,2018-09,2018,MT891319|homo_sapiens|hr_ob|2018-09-17,2018-09-17,mammalia,primates,hominidae,homo sapiens,human,2018-09-17,hr_ob,9132,9670,538,NS5b
MT891320,USUV/HR/bird/155/2018,partial,southern europe,croatia,hrv,45.0210446789036,16.3887129948206,grad zagreb,hr.gz,45.7419936953958,16.0081245216713,NA,NA,NA,list,2018-09-17,2018.7095890411,2018-09,2018,MT891320|turdus_merula|hr_gz|2018-09-17,2018-09-17,aves,passeriformes,turdidae,turdus merula,eurasian blackbird,2018-09-17,hr_gz,8982,9670,688,NS5a
MT891321,USUV/HR/mosquito/34/2019,partial,southern europe,croatia,hrv,45.0210446789036,16.3887129948206,grad zagreb,hr.gz,45.7419936953958,16.0081245216713,NA,NA,NA,list,2019-08-01,2019.58082191781,2019-08,2019,MT891321|culex_pipiens|hr_gz|2019-08-01,2019-08-01,insecta,diptera,culicidae,culex pipiens,culex pipiens,2019-08-01,hr_gz,8972,10006,1034,NS5a
MW160850,NA,partial,western europe,austria,aut,47.5942901543001,14.1261824377155,wien,at.wi,48.2089421257604,16.3790253882177,NA,NA,NA,list,2018-07-18,2018.54246575342,2018-07,2018,MW160850|culex_pipiens|at_wi|2018-07-18,2018-07-18,insecta,diptera,culicidae,culex pipiens,culex pipiens,2018-07-18,at_wi,10024,10316,292,NS5b
MW160851,NA,partial,western europe,austria,aut,47.5942901543001,14.1261824377155,wien,at.wi,48.2089421257604,16.3790253882177,NA,NA,NA,list,2018-08-08,2018.6,2018-08,2018,MW160851|culex_pipiens|at_wi|2018-08-08,2018-08-08,insecta,diptera,culicidae,culex pipiens,culex pipiens,2018-08-08,at_wi,10024,10316,292,NS5b
MW160852,NA,partial,western europe,austria,aut,47.5942901543001,14.1261824377155,wien,at.wi,48.2089421257604,16.3790253882177,NA,NA,NA,list,2018-08-08,2018.6,2018-08,2018,MW160852|culex_pipiens|at_wi|2018-08-08,2018-08-08,insecta,diptera,culicidae,culex pipiens,culex pipiens,2018-08-08,at_wi,10024,10316,292,NS5b
